,ID,name,category,main_category,goal,pledged,state,backers
122788,1729221941,NightLinks (Canceled),Apps,Technology,50000.0,0.0,canceled,0
122794,1729233406,"New CD album ""Libertad"" by concert pianist Aaron Monteverde",World Music,Music,1500.0,50.0,failed,1
122796,1729253145,Mandala Madness,Illustration,Art,100.0,207.0,successful,15
122811,1729313809,Glasshouse - Short Film,Family,Film & Video,1000.0,206.0,failed,6
122812,1729314680,"Atlantis Miniatures- 28mm Goblins,Orcs and Trolls",Tabletop Games,Games,14000.0,32367.3,successful,260
122848,1729508203,My People - Costumes,Dance,Dance,1000.0,1000.0,successful,23
122856,1729565266,Who Am I? Project Catalogue,Art Books,Publishing,5000.0,175.0,failed,6
122865,1729586715,Goodbye Davila California Tour,Music,Music,1500.0,1568.0,undefined,0
122885,1729719792,'The Instant Garden' Limited Edition Hardback Book,Fine Art,Photography,26897.0,2759.0,failed,36
122895,1729764358,Vintage Volkswagen Notebooks & Pen Drives,Product Design,Design,20000.0,6433.0,failed,103
122906,172982140,House Husbands' Cookbook,Cookbooks,Food,7000.0,0.0,failed,0
122920,17298896,TattooBro.com (Canceled),Art,Art,1000.0,0.0,canceled,0
122935,1729982124,Too Invisible Zine,Photobooks,Photography,180.0,185.0,successful,18
122962,1730124989,Stuart Buck - Artisan Chocolatier,Food,Food,3000.0,41.0,failed,3
122968,1730140959,Beaconz - The App to Map Everything! (Canceled),Apps,Technology,60000.0,5276.0,canceled,5
122975,1730195271,"I am GOLD, the Magical Fantasy Novel",Fiction,Publishing,4100.0,150.0,failed,10
122985,1730231342,The Disease - Horror Comic,Comic Books,Comics,600.0,903.0,successful,65
122990,17302590,Saving Maya: a tale of a rescued dog and her sister,Children's Books,Publishing,2500.0,3348.0,successful,88
122996,1730280760,Dream Burger (Canceled),Events,Food,25.0,0.0,canceled,0
123026,1730503526,Life Is Cheap,Horror,Film & Video,100.0,382.0,successful,24
123031,1730524144,Hugo & Max Canine Couture the ultimate dog lead,Product Design,Design,900.0,0.0,failed,0
123034,1730530136,Creating Digital Portraits: My project is your story.,Digital Art,Art,200.0,45.0,failed,3
123037,1730546517,"A bow tie for MG car owners, enthusiasts and fans.",Apparel,Fashion,2400.0,159.0,failed,5
123059,1730712621,Taya Martin Illustrations,Illustration,Art,100.0,3.0,failed,3
123067,1730766428,Anniversary Waltz : a story of two people.,Shorts,Film & Video,3000.0,145.0,failed,7
123073,1730812717,ITSupportUK,Web,Technology,5000.0,0.0,failed,0
123079,1730844349,Elixir - Unique Suspended Painting,Painting,Art,500.0,1971.0,successful,102
123082,1730867368,Motel: Rosie Kay Dance Company's new work with Huntley Muir,Performances,Dance,1450.0,1450.0,successful,30
123096,1730911967,All in a days work,Television,Film & Video,10000.0,21.0,failed,3
123114,17310230,RedRift - An Unconventional Electronic Album. (Canceled),Electronic Music,Music,1250.0,0.0,canceled,0
123125,1731091884,Sun SWO,Live Games,Games,60000.0,0.0,failed,0
123133,1731123041,GREEDY GUNS - a metroidvania inspired by Metal Slug,Video Games,Games,10000.0,11653.0,successful,535
123142,1731181897,Original Music with lyrics more powerful than spoken word.,Music,Music,1200.0,1256.0,undefined,0
123146,1731248125,"""A Game Of Two Halves"" - A Comedy Sitcom.",Film & Video,Film & Video,15000.0,200.0,failed,2
123169,1731376128,International Marketing Diploma � (E-learning),Web,Technology,25000.0,45.0,failed,3
123182,1731449891,The Four Seasons Bicycle Playing Cards (Canceled),Games,Games,5500.0,4863.0,canceled,233
123195,1731522920,Spacex Artist Residencies 2015 - 16,Art,Art,10000.0,10077.0,successful,264
123206,1731604145,"""THE ABORTIVE GULF"" a new album by Nod.",Rock,Music,1500.0,0.0,failed,0
123208,1731635916,'Lommebok' - The Scandi Designed Leather Card Holder /Wallet,Fashion,Fashion,1000.0,1309.0,successful,70
123217,173168389,Official Elite fiction release in audio and print format,Publishing,Publishing,34000.0,35501.0,successful,361
123234,1731769567,Aqualux - Real-time performance feedback for swimmers,Product Design,Design,30000.0,61.0,failed,4
123258,1731909138,The Oracles of Troy,Fiction,Publishing,5500.0,4246.0,failed,90
123301,1732202185,The Dangers of Social Media on Our Generation,Documentary,Film & Video,110.0,79.0,failed,8
123309,1732245995,Emotive Portraits of Italian Artists,Painting,Art,30000.0,32279.0,successful,164
123315,1732271131,STATERA [A Feature-Length Sci-Fi Film],Science Fiction,Film & Video,10000.0,730.0,live,15
123341,1732404081,Lenzindex,Camera Equipment,Technology,2200.0,1046.0,failed,42
123342,1732431665,Singular Rooster 29+ bicycle,Product Design,Design,15000.0,23183.0,successful,51
123354,1732503064,LagosPhoto 2015: The Year of Photography,Fine Art,Photography,12000.0,12942.0,successful,57
123368,1732575216,Cupcakes Paradise,Food,Food,1000.0,10.0,failed,1
123380,1732628235,"New Album ""A History of The American West and Other Stories""",Indie Rock,Music,2500.0,158.0,failed,4
123381,1732629994,Tone Magnet sustainer for electric guitars,Product Design,Design,5000.0,1506.0,live,29
123401,1732750593,HYSTERIA #5 'NONSENSE',Periodicals,Publishing,1000.0,3157.0,successful,123
123415,1732811737,Lift & Shift X / LSX,Product Design,Design,5000.0,202.0,failed,10
123458,1733048334,PIRANHA HEIGHTS by Philip Ridley at the Old Red Lion,Theater,Theater,2500.0,2501.0,successful,9
123462,1733085180,16 real friends: blind dating with your real friends,Apps,Technology,6000.0,111.0,failed,8
123482,1733243935,Spray Paint Art Start Up,Painting,Art,200.0,5.0,failed,1
123526,1733586374,Around the World in 80 Harvests: A wine & travel adventure,Print,Journalism,20000.0,7932.0,failed,79
123539,1733684090,"Thumb War App - �52,800 already secured in seed funding",Apps,Technology,15200.0,0.0,failed,0
123553,173381389,Not Knot: Cable organiser & headphones protector,Product Design,Design,500.0,1655.0,successful,285
123566,1733841402,LONDON - Paintings by Peter Brown (Gift Book),Art Books,Publishing,15000.0,17414.0,successful,288
123576,1733902398,ooovre - a better way to buy books online,Publishing,Publishing,30000.0,3551.0,failed,100
123611,1734116133,CONTOURS - Custom Deck of Playing Cards,Playing Cards,Games,6000.0,2367.0,failed,131
123625,1734201454,Wild about Art magazine,Publishing,Publishing,40000.0,0.0,failed,0
123630,1734217693,'Frontline' Anti-Trafficking Dance Piece,Dance,Dance,4800.0,2047.0,failed,45
123667,1734423185,Come and breathe. My first EP :-),Faith,Music,2000.0,2267.0,successful,45
123672,1734445222,hop. snowboard customization,Product Design,Design,6000.0,1.0,failed,1
123679,1734475704,Cornwall 50 places 50 weeks,Photography,Photography,3000.0,4.0,failed,3
123708,1734681301,Oubliette Escape Rooms and Adventure Society,Live Games,Games,5000.0,11046.0,successful,228
123725,1734816624,"THE SLOTH SHIRT ""Sleep. Eat. Sleep. Repeat"" Animal Fashion T",Apparel,Fashion,550.0,592.0,successful,30
123743,1734894387,SubmersaBell,Video Games,Games,5000.0,15.0,failed,2
123765,173500433,Exploring the Empty Quarter - Creative Expedition,Art,Art,400.0,105.0,failed,6
123770,1735038420,The Edge,Drama,Film & Video,700.0,1020.0,successful,23
123788,1735174132,The One Man Feature Film,Narrative Film,Film & Video,2000.0,2326.0,successful,140
123808,1735292710,Doggies / A fine art photography book,Photography,Photography,4000.0,4035.0,successful,69
123813,1735318246,DOME CITY - Sci-Fi Adventure Game with Multiplayer mode & VR,Video Games,Games,80000.0,3584.0,failed,200
123815,1735325612,Conquest,Fiction,Publishing,3000.0,0.0,failed,0
123820,1735352639,Sub-Zero Stocktons first comic book cafe.,Comics,Comics,2000.0,0.0,failed,0
123823,1735381953,Lords of Discord,Video Games,Games,60000.0,15382.6,failed,420
123828,1735413769,NUGS (Canceled),Blues,Music,10000.0,30.0,canceled,3
123845,1735501223,Withered (Canceled),Drama,Film & Video,3000.0,0.0,canceled,0
123854,1735541706,Noir Advertising,Performance Art,Art,10000.0,1.0,failed,1
123860,1735575015,You Are Here - Film,Performances,Dance,2000.0,2125.0,successful,83
123871,1735622554,Lokys Organic T-shirts,Apparel,Fashion,8000.0,366.0,failed,15
123878,1735657020,The Legend of Val issue #5,Comics,Comics,85.0,132.0,live,7
123879,1735658012,WAITING ON SHAKESPEARE,Theater,Theater,900.0,909.0,successful,31
123887,1735702167,Planet Fulcrum,Video Games,Games,15000.0,2568.0,failed,95
123909,1735837681,Scrumba's Redneck Honey BBQ Sauce,Food,Food,10000.0,4.0,failed,3
123913,1735850913,Bryn's Portrait Project,Art,Art,50.0,383.0,successful,12
123914,173585563,Hospitality Headhunters - Making recruitment easier.,Web,Technology,1500.0,0.0,failed,0
123929,173596426,Kuruz Volume 2: One By One,Graphic Novels,Comics,4700.0,1980.0,failed,62
123933,1735992976,Coventry University FA/FAI Degree Show 2015 Fundraising,Art,Art,500.0,10.0,failed,1
123946,1736069020,The Emperor's Banquet_Post Production,Film & Video,Film & Video,600.0,700.0,undefined,0
123948,173607707,"""Gaslighting""",Shorts,Film & Video,3000.0,3039.99,successful,52
123955,1736129142,Beaver Teeth Timer,Product Design,Design,20000.0,11012.0,failed,48
123961,1736153340,In the City of mixed Angels,Documentary,Film & Video,10000.0,60.0,failed,2
123964,1736167561,Nomad Soul Collective - Our new EP 'Nomad Presents',World Music,Music,500.0,746.0,successful,25
123969,1736209869,The Glittering Myth,Film & Video,Film & Video,3000.0,21.0,failed,2
123978,1736245681,Kaleidoscope Magazine - For EVERY woman,Web,Journalism,500.0,1.0,failed,1
123979,1736252025,LUDORATI BOARD GAME CAFE,Food,Food,1000.0,1557.0,successful,20
123981,1736274802,The Monastery,Crafts,Crafts,350000.0,0.0,failed,0
124007,1736447629,DESIGN YOUR ULTIMATE LEATHER BAG: #MyBagMyWayMyStory,Accessories,Fashion,50000.0,78188.0,successful,605
124009,1736451450,New Range of 28mm Franco-Prussian War figures 1870/1871,Tabletop Games,Games,6000.0,0.0,canceled,0
124018,1736506256,RADIATION PROTECTION - ANDROID & iOS,Apps,Technology,2000.0,11.0,failed,2
124030,1736571729,"G-Hold: Grips and cases for iPads, tablets and phones.",Product Design,Design,10000.0,13055.0,successful,228
124032,1736601197,Free Falling EP,Pop,Music,250.0,445.0,successful,20
124037,1736630540,UNFINISHED CITY - a Crime Drama,Comics,Comics,9500.0,4396.37,failed,154
124045,1736673757,DEUS EX MACHINA 2,Video Games,Games,64000.0,31279.15,failed,413
124055,1736742608,Edmond George: Quality Leather Bags Made In England,Fashion,Fashion,15000.0,695.0,canceled,7
124063,1736780666,matcha-Scrumptious spirulina Delight,Vegan,Food,3000.0,0.0,live,0
124074,1736840906,OSR Character Sheet Pad,Tabletop Games,Games,100.0,192.3,successful,25
124084,1736887036,SunDen: Make Your Cooler The Smartest for $99,Product Design,Design,35000.0,13944.79,failed,104
124094,1736950967,Requires Improvement,Fiction,Publishing,1700.0,1834.0,successful,59
124128,1737190729,Little Dot Creations at Spring Fling 2014,Illustration,Art,200.0,480.0,successful,19
124159,1737427334,Bears Can't Drift!,Video Games,Games,19500.0,1104.0,failed,45
124171,1737502676,Resource Booker,Technology,Technology,12000.0,11.0,failed,2
124224,173782265,Rourke the HexBuster vol. 2-3-4 an horror graphic novel,Comics,Comics,3000.0,188.0,failed,11
124233,1737896606,L I N E S - fashion collaboration inspired by schizophrenia,Fashion,Fashion,6633.0,105.0,failed,7
124248,1737952792,Zombie Apocalypse inspired Toyota Celica,Design,Design,10000.0,0.0,failed,0
124295,1738210256,Pocket Hologram,DIY,Crafts,300.0,3833.5,successful,397
124305,1738279269,One Man And His Dogma - A Novel,Fiction,Publishing,1000.0,2060.0,successful,75
124308,1738312010,Psychological Horror Movie,Film & Video,Film & Video,4700.0,7.0,failed,2
124316,1738349302,Fobs in Neat (Canceled),Fashion,Fashion,9500.0,14.0,canceled,1
124332,1738446063,Americas Most Haunted Series 1,Television,Film & Video,50000.0,10.0,failed,1
124334,1738453,DJ PARK - The DJ School Pop Up,Music,Music,20000.0,0.0,failed,0
124336,1738461158,The AFRORETRO School Of Uganglish,Fashion,Fashion,5000.0,5036.0,successful,34
124346,1738502749,Photographing fans of the all premiership football clubs,People,Photography,7500.0,1.0,failed,1
124360,173855866,Fairytale / Folklore inspired Clothing Collection,Product Design,Design,8000.0,1.0,failed,1
124381,1738643433,Learn Spanish Verbs (Android),Video Games,Games,1000.0,28.0,failed,6
124385,1738662016,Sotro - The Social Introducer - French Translation,Apps,Technology,240.0,0.0,failed,0
124404,1738750335,"Surrealist, Lover, Resistant: Selected Poems, Robert Desnos",Poetry,Publishing,1500.0,2006.0,successful,60
124405,1738753136,Connect Ed,Web,Technology,12000.0,5.0,failed,1
124419,1738801080,"Antonym Theatre - ""STAIRCASES""",Plays,Theater,1500.0,173.0,failed,7
124427,1738835856,Hereafter -  A Supernatural Sci-Fi Thriller,Film & Video,Film & Video,4000.0,8073.5,successful,119
124434,1738853816,'Not My Spine'~gripping& inspiring memoir,Nonfiction,Publishing,1000.0,0.0,failed,0
124443,1738936799,Allan Banford Solo Art Exhibition,Conceptual Art,Art,700.0,0.0,failed,0
124447,1738954281,PYLOT Magazine issue one,Publishing,Publishing,4000.0,4604.0,successful,115
124457,1739054084,Designed By Sarah Taylor,Crafts,Crafts,10000.0,2.0,failed,2
124498,1739255628,Swipe Right Theatre's 2 Become 1,Musical,Theater,2000.0,2006.0,successful,37
124499,1739257182,DWEL (Dark with Extra Light) (Canceled),Mobile Games,Games,3500.0,0.0,canceled,0
124515,1739339242,VANITY BITES BACK by Helen Duff,Plays,Theater,2000.0,2095.0,successful,38
124530,1739398910,Adfectus Book,Photobooks,Photography,1200.0,3122.0,successful,90
124538,1739482587,Sheep (singular) - Short Film,Shorts,Film & Video,1000.0,274.0,failed,21
124544,1739493502,Twindividual Creations - Print and Personalise,Printing,Crafts,4625.0,70.0,failed,3
124568,173963090,Keen Nut Butter and the Great Taste Awards,Food,Food,850.0,2629.0,successful,86
124573,1739703323,Give It Back Magazine,Audio,Journalism,500.0,30.0,failed,4
124588,1739784353,LazyPete - The One-Hand Book-Reader,Product Design,Design,30000.0,533.0,failed,16
124606,1739936043,"""Wonderland"" - Nina Rubesa's First EP and Tour!!",Music,Music,6000.0,156.0,failed,10
124622,1740083151,World War 3beebies,Art,Art,200.0,143.25,failed,14
124650,1740254658,"'Scottish' tablet, exemplified by generic image",Small Batch,Food,30.0,0.0,failed,0
124651,1740257833,Art School Fees (Suspended),Art,Art,4500.0,30.0,suspended,1
124653,1740275683,The Chronicles Of Riddoch,Comics,Comics,2000.0,2132.0,successful,60
124657,174030226,Stand up for Social Work,Nonfiction,Publishing,15000.0,17685.0,successful,385
124663,1740328849,PUSS PUSS Magazine,Periodicals,Publishing,20000.0,4554.0,failed,155
124671,1740386702,The CardCuff: A newfangled bangle for your wrist and cards,Product Design,Design,15500.0,835.0,failed,67
124679,1740412840,Obelt - Truly Unique belt,Product Design,Design,12000.0,3554.0,failed,22
124691,1740496253,Hidden histories of a million wartime women,Publishing,Publishing,25000.0,27724.0,successful,705
124695,1740515381,The Viewer's Complete Tale,Nonfiction,Publishing,2000.0,2411.0,successful,80
124704,1740574926,The Singing Teacher,Plays,Theater,60000.0,120.0,failed,3
124707,1740614342,OURS | A Short Film,Shorts,Film & Video,1250.0,15.0,failed,1
124740,1740822048,Greenhorn Short Film Festival 2013,Film & Video,Film & Video,1000.0,1163.0,successful,36
124747,1740881977,After Addiction by Lisa Cherry,Nonfiction,Publishing,3800.0,3852.65,successful,88
124757,1740909485,"ECTOR M, CLARI, CHRIS",Shorts,Film & Video,6200.0,6250.84,successful,91
124781,1741048790,ASTRAL - The Music of the Zodiac,World Music,Music,8008.0,8162.0,successful,101
124784,1741075007,Zombie Playing Cards,Games,Games,1200.0,1620.5,successful,115
124788,1741108449,Atom Universe: a virtual reality Theme Park on PC and PS4,Video Games,Games,20000.0,25073.5,successful,280
124818,1741336070,V.D. a tragicomedy performing at Anywhere Theatre Festival,Festivals,Theater,250.0,20.0,failed,2
124827,1741392631,CreativeFuse Freelancer App (Canceled),Apps,Technology,100000.0,0.0,canceled,0
124839,1741429475,Classic Mini Restoration,Photography,Photography,3250.0,0.0,failed,0
124841,1741448426,Super Macro World - Photos of the Hidden World Around You.,Photography,Photography,3500.0,5.0,failed,1
124844,1741462204,Zula -The Audiophile Amplifier. Open Source. Superb Sound.,Sound,Technology,50000.0,6002.0,failed,30
124848,1741474956,Moved to Pendleboard.com - Hardtail Inflatable Paddle Board,Product Design,Design,30000.0,9004.21,canceled,25
124860,1741538175,Ludus - The Game,Tabletop Games,Games,5000.0,0.0,failed,0
124866,1741547538,High-end Metallic Brogue Shoes for men/women,Footwear,Fashion,4400.0,5681.0,successful,12
124867,1741550692,"""Oh, the Humanity"" at the Tabard Theatre this September",Plays,Theater,5000.0,5635.0,successful,72
124877,1741603273,The Wolven Rose,Fiction,Publishing,3000.0,51.0,failed,3
124878,1741606094,The Torbay Chronicle - Our Take On The News!,Journalism,Journalism,250.0,0.0,failed,0
124882,174166887,Tomlin's debut EP recording and UK house gig tour!,Pop,Music,550.0,583.0,successful,29
124891,1741721656,BARGAIN THE MOVIE,Film & Video,Film & Video,3000.0,645.0,failed,35
124931,1741912325,Time Traveller Artist Man,Art Books,Publishing,15000.0,15396.0,successful,95
124950,1742027022,Glasgow Philharmonia Orchestra Project Summer,Music,Music,2500.0,0.0,failed,0
124963,1742107181,Cloudbusting,Graphic Novels,Comics,1500.0,41.0,failed,5
124981,1742228311,Grand Venture (Canceled),Places,Photography,50000.0,1.0,canceled,1
124990,1742299101,Reimagining Sherlock Holmes,Publishing,Publishing,2370.0,13.0,failed,1
125000,1742372406,RappiDelta Large format delta 3d printer-join the revolution,Hardware,Technology,50000.0,11487.0,failed,24
125043,1742581321,Standeazy Ultra � Tablet and Phone Stand � Credit Card Sized,Product Design,Design,19500.0,5148.0,canceled,178
125050,1742626535,CLOUDSCLOCK,Hardware,Technology,100000.0,1010.0,failed,12
125061,1742710892,WALE - A film by Barnaby Blackburn,Drama,Film & Video,16000.0,12529.0,live,87
125094,1742926561,The Dracula Dossier,Tabletop Games,Games,10000.0,87935.0,successful,1420
125121,1743072629,Mustang Madness,Documentary,Film & Video,20000.0,10.0,failed,1
125133,1743120479,Never Forgotten - Bringing the Game back to Video Game,Video Games,Games,8000.0,0.0,failed,0
125137,1743130616,Hackintosh Build Project Book - # ffffff,Academic,Publishing,7300.0,72.0,failed,5
125139,1743139692,E-Bot: Hack Learning w/ Arduino Robotics And Coding Etoy,Robots,Technology,100000.0,105.0,failed,1
125147,1743181997,Dragon Dynasty Bicycle� Playing Cards - Returns!,Tabletop Games,Games,8000.0,8210.0,successful,336
125160,1743281760,Photographing Scotland's Corbett Peaks,Photography,Photography,5000.0,1.0,failed,1
125166,1743314723,Girl From Nowhere: a new play by Victoria Rigby,Theater,Theater,2500.0,2501.0,successful,29
125167,1743325227,Digital Training Academy For SMB (Canceled),Web,Technology,50000.0,0.0,canceled,0
125172,1743354140,Donald Trump's Greatest Humanitarian Achievements - Book,Publishing,Publishing,700.0,27.0,failed,3
125191,1743460146,14 iOS application templates & source code written in Swift,Apps,Technology,1800.0,302.0,failed,9
125194,1743477567,Adult & YA Novels - Only Time Will Tell & Semi-Precious #2,Fiction,Publishing,1615.0,69.0,failed,3
125197,1743491715,'TRIANGLE' - contemporary classical music event,Classical Music,Music,300.0,383.0,successful,11
125208,1743566520,"Prints, Book, etc of my landscape drawings.",Illustration,Art,300.0,50.0,failed,1
125211,1743595903,Young Causeway - UK folk duo hoping to record a new EP,Country & Folk,Music,200.0,203.0,successful,15
125216,1743630253,The Psychotropic House,Art,Art,1500.0,1770.0,successful,63
125234,1743726802,The Shed Is On Fire / Die H�tte Brennt,Sculpture,Art,2850.0,2911.0,successful,23
125237,1743744297,Row across the Atlantic for charity!,Web,Journalism,100000.0,0.0,failed,0
125240,1743753793,Project Star Armada,Video Games,Games,100000.0,432.0,failed,5
125241,1743756312,The Extraordinarily Ooky Adventures of Bloodclot (Canceled),Comics,Comics,8000.0,173.0,canceled,9
125252,1743825674,Parallel Universes,Electronic Music,Music,20000.0,0.0,failed,0
125254,1743836644,PolyDodo,Technology,Technology,200.0,0.0,failed,0
125262,1743882617,"""Aces Eye"" Playing Cards (Canceled)",Playing Cards,Games,4300.0,156.0,canceled,9
125267,1743899399,The Red Man - Volume 1.,Graphic Novels,Comics,30000.0,100.0,failed,5
125270,1743909918,Breaking Bad Periodic Table Print (Limited Edition),Graphic Design,Design,500.0,1125.0,successful,53
125278,1743973799,Your old records rescued. Brand new vinyl records made !,Music,Music,5500.0,101.0,failed,8
125291,1744072712,Cenacle,Film & Video,Film & Video,300.0,580.0,successful,11
125293,174408916,Grindsmith: A dinky speciality coffee shop in Manchester,Food,Food,10000.0,10155.0,successful,89
125299,1744133142,Crypt Gallery Exhibition London (Canceled),Art,Art,300.0,0.0,canceled,0
125301,1744148635,Flora,Fashion,Fashion,20000.0,20784.0,successful,146
125308,1744176005,7 Lox Rok the Movie,Comedy,Film & Video,48000.0,98.0,canceled,8
125311,1744186097,Lukie Photos Photography Studio - The Build,People,Photography,1800.0,1.0,failed,1
125318,1744237463,Combat Air Patrol 2 - PC Flight Sim,Video Games,Games,70000.0,3345.82,failed,156
125324,1744259703,Cap-head vinyl figure (Canceled),Sculpture,Art,450.0,286.0,canceled,7
125336,1744316890,Vektropolis (Canceled),Video Games,Games,50000.0,2945.0,canceled,122
125368,1744535369,"Birthstone: Roguelike, Adventure, Awesome!",Video Games,Games,10000.0,41.0,failed,4
125378,1744590677,Your Life Stories,Anthologies,Publishing,10000.0,20.0,failed,1
125379,1744590966,Impact Winter,Video Games,Games,95000.0,21270.0,failed,1528
125407,17447534,"""RedOfPaw's Big Crazy Stupid VR Adventure and American Pie""",Video Games,Games,1700.0,3200.13,successful,322
125416,1744832616,Same Game: Recording and Music Video,Indie Rock,Music,800.0,800.69,successful,25
125440,174495552,A Colouring Adventure around the World-Adult Coloring book,Illustration,Art,500.0,1673.0,successful,95
125465,1745077779,West Stand,Shorts,Film & Video,500.0,0.0,failed,0
125503,1745297311,Publishing Augury Book Two of The Garden,Fiction,Publishing,10000.0,69.0,failed,4
125507,1745381669,Yangalang: Digest TV,Theater,Theater,600.0,815.0,successful,21
125509,1745390059,Cracked: A Short Film,Shorts,Film & Video,500.0,510.0,successful,16
125516,1745439066,The Great Video Game Debate,Film & Video,Film & Video,400.0,1.0,failed,1
125522,1745483638,Servers for TGUK,Gaming Hardware,Games,3000.0,40.0,failed,3
125527,1745551329,Warp & Weft - A Community Art Weaving Project,Art,Art,1700.0,300.0,failed,12
125534,1745596133,Queen of the Mountains - Women's Cycling Apparel,Apparel,Fashion,10000.0,14887.0,successful,142
125545,1745690019,Balls!,Tabletop Games,Games,100.0,6339.5,successful,87
125550,1745725499,"Hollywood, Anywhere! Robotically controlled broadcast studio",Film & Video,Film & Video,225000.0,65.0,failed,1
125552,1745741300,"Fractal art.  Infinitely complex, simply beautiful.",Digital Art,Art,500.0,1165.0,successful,30
125574,1745849202,Spiritual Smiles,Woodworking,Crafts,1500.0,0.0,failed,0
125581,1745884239,All The Sacred Things: A Poetry Pamphlet,Poetry,Publishing,300.0,93.0,failed,6
125582,174588466,The Secret,Fiction,Publishing,5000.0,0.0,failed,0
125586,1745895714,"The Food of Love Project, Music from Shakespeare's plays",Music,Music,2000.0,171.0,undefined,0
125628,1746126868,Scrabble Coasters,Woodworking,Crafts,200.0,225.0,successful,11
125636,1746185059,Manchester Community TV Soap,Webseries,Film & Video,15000.0,0.0,failed,0
125638,1746196981,High Gear (Canceled),Television,Film & Video,50000000.0,0.0,canceled,0
125645,1746232449,Pregnancy Capl: Smart & Mobile Pregnancy Care Platform,Apps,Technology,75000.0,50.0,failed,1
125646,1746244251,The Secret Lives of Falklands Wildlife (Canceled),Nature,Photography,5000.0,75.0,canceled,2
125648,1746260001,Open Source Contemporary Arts Festival,Public Art,Art,5000.0,5349.0,successful,109
125656,1746345852,A Deeper Darkness - A Tactical Horror Boardgame,Tabletop Games,Games,42500.0,7380.0,failed,145
125668,174641765,The Butterfly Children,Animation,Film & Video,37800.0,347.97,failed,10
125669,1746423201,M.Underwood | Create Your Custom Made to Measure Suit,Fashion,Fashion,5000.0,498.0,failed,2
125675,1746439490,Terra Firma magazine,Periodicals,Publishing,750.0,1758.5,successful,97
125719,1746744667,Solarix,Video Games,Games,10000.0,4471.0,failed,382
125721,1746750262,Muted Tour 2013,Documentary,Film & Video,2500.0,2.0,failed,1
125727,1746777353,A Slice of Pai - David Jasmine,Indie Rock,Music,3000.0,0.0,failed,0
125750,174693995,ME + EU / EU + I,Art,Art,215.0,57.0,failed,16
125770,1747065411,NightFall: The Video Game,Video Games,Games,5000.0,50.0,failed,4
125786,1747191512,NFC Wallet (NFC Business Card),Technology,Technology,5000.0,29.0,failed,10
125800,1747257249,Burt the Binman - Educating Future Generations! (Canceled),Animation,Film & Video,35000.0,355.0,canceled,12
125816,1747357439,English crafts by hand,DIY,Crafts,10000.0,0.0,failed,0
125820,1747385556,"THE LIBRARY CAFE, HACKNEY",Food,Food,23000.0,1921.0,failed,56
125830,1747455091,Lagansiders,Drama,Film & Video,35000.0,0.0,failed,0
125843,17475138,Watch the USWNT at the 2013 Algarve Cup. (Canceled),Film & Video,Film & Video,130000.0,6991.04,canceled,258
125846,1747518144,Be A Bard (Canceled),Playing Cards,Games,3200.0,303.0,canceled,19
125850,1747532170,Platonic Solid Postcards,Graphic Design,Design,200.0,30.0,failed,6
125853,1747534439,"Christmas wishes from cats & dogs ""we want designer collars'",Design,Design,50.0,6.0,canceled,1
125860,1747598942,Living Furniture Terrariums,Product Design,Design,5000.0,15.0,failed,2
125869,1747628067,PlanTheRoom� � floor planning set,Design,Design,1000.0,129.0,failed,9
125877,1747693981,PAR - The future app for golfers,Apps,Technology,15000.0,0.0,failed,0
125879,174769786,The Tronic card wallet: The Thin Flexible CarbonFibre wallet,Product Design,Design,50000.0,1715.0,canceled,64
125905,1747855520,?ommunicating with files!   Commfi.,Art,Art,18000.0,2693.0,failed,1
125915,1747909687,Jermyn Street Theatre presents The Potsdam Quartet,Theater,Theater,6100.0,6231.0,successful,38
125927,1747991164,Frustr-8,Mobile Games,Games,500.0,1.0,failed,1
125951,174812812,Logic Idea,Puzzles,Games,666.0,118.0,failed,5
125956,1748154483,Elemental cubes by R.A.W.,Product Design,Design,3500.0,5202.0,live,42
125962,1748177411,KelethorGaming.com,Live Games,Games,200.0,82.0,failed,4
125964,1748186303,Tyler's fate - Short film in London,Film & Video,Film & Video,500.0,30.0,failed,1
125966,1748214742,Peacebeats,Mixed Media,Art,200.0,520.0,successful,2
125981,1748304151,HOMOVISION,Video,Journalism,5000.0,1.0,failed,1
125994,1748382851,15mm Cold War British and VDV Infantry and Armour Forces,Tabletop Games,Games,2700.0,8528.54,successful,117
126006,1748434697,COMING TO GET ME ? Madeleine Wood -Music Vid. (editing only),Pop,Music,800.0,950.0,successful,23
126015,1748503183,Final Quest Part II The Rise of Dormai,Games,Games,500.0,127.0,canceled,6
126019,1748519210,Six Degrees of Kevin Bacon (a comedy),Festivals,Theater,1000.0,1262.73,successful,68
126031,1748587841,Bounce,Video Games,Games,10000.0,126.0,failed,7
126035,1748620616,FLEET.,Theater,Theater,4000.0,4179.0,successful,78
126044,1748640955,Haunted Heritage,Documentary,Film & Video,33000.0,0.0,failed,0
126049,1748670671,Across the Dead Earth,Tabletop Games,Games,6500.0,8578.0,successful,206
126050,1748674031,Koala Creations by Jason for the Home & Garden,Woodworking,Crafts,2000.0,1.0,failed,1
126058,1748729397,IndieMash The Great new place for Indie devolopers,Video Games,Games,1500.0,0.0,failed,0
126068,1748777895,Tabletop Towns Gaming Mats,Tabletop Games,Games,1000.0,4334.0,successful,91
